Frequency (Hz),VNG Harmonics
0.0,296.49628
0.032552083333333336,81.59745
0.06510416666666667,101.59084
0.09765625,84.63485
0.13020833333333334,119.92569
0.16276041666666669,154.54408
0.1953125,51.94646
0.22786458333333334,150.43228
0.2604166666666667,73.911156
0.29296875,136.69144
0.32552083333333337,137.04665
0.3580729166666667,127.97592
0.390625,129.72383
0.42317708333333337,273.18048
0.4557291666666667,181.60434
0.48828125000000006,143.74117
0.5208333333333334,88.889275
0.5533854166666667,201.29414
0.5859375,189.01863
0.6184895833333334,262.57666
0.6510416666666667,230.79431
0.68359375,371.83374
0.7161458333333334,205.39284
0.7486979166666667,288.4852
0.78125,334.68555
0.8138020833333334,321.1918
0.8463541666666667,260.20752
0.8789062500000001,322.15762
0.9114583333333334,267.8179
0.9440104166666667,362.78543
0.9765625000000001,318.26965
1.0091145833333335,418.17007
1.0416666666666667,439.2311
1.07421875,443.83646
1.1067708333333335,469.37106
1.1393229166666667,470.39694
1.171875,401.1852
1.2044270833333335,639.38745
1.2369791666666667,589.13416
1.26953125,709.82263
1.3020833333333335,611.1805
1.3346354166666667,646.20984
1.3671875,685.2524
1.3997395833333335,814.6679
1.4322916666666667,877.1271
1.46484375,920.7919
1.4973958333333335,914.2387
1.5299479166666667,1039.8195
1.5625,1271.214
1.5950520833333335,1367.9456
1.6276041666666667,1473.183
1.6601562500000002,1707.716
1.6927083333333335,1905.3865
1.7252604166666667,2113.854
1.7578125000000002,2611.891
1.7903645833333335,3189.2476
1.8229166666666667,3765.107
1.8554687500000002,5283.2134
1.8880208333333335,7904.8486
1.9205729166666667,16165.878
1.9531250000000002,429779.75
1.9856770833333335,15169.311
2.018229166666667,7686.9478
2.05078125,5209.758
2.0833333333333335,4034.9907
2.115885416666667,3092.689
2.1484375,2497.523
2.1809895833333335,2319.716
2.213541666666667,1973.4664
2.24609375,1749.7075
2.2786458333333335,1503.5338
2.311197916666667,1648.0331
2.34375,1115.3616
2.3763020833333335,1415.2239
2.408854166666667,1184.8313
2.44140625,1271.7076
2.4739583333333335,961.464
2.506510416666667,1015.8956
2.5390625,998.803
2.5716145833333335,1145.7063
2.604166666666667,852.2744
2.63671875,996.9595
2.6692708333333335,731.1541
2.701822916666667,681.3705
2.734375,711.7432
2.7669270833333335,831.70764
2.799479166666667,578.9969
2.83203125,734.8019
2.8645833333333335,502.4337
2.897135416666667,690.85596
2.9296875,537.4522
2.9622395833333335,655.67065
2.994791666666667,558.72375
3.02734375,712.8551
3.0598958333333335,421.3425
3.092447916666667,637.1
3.125,337.16833
3.1575520833333335,640.31866
3.190104166666667,352.63907
3.2226562500000004,576.6545
3.2552083333333335,253.85562
3.287760416666667,461.90445
3.3203125000000004,254.67102
3.3528645833333335,586.8088
3.385416666666667,311.9407
3.4179687500000004,609.6602
3.4505208333333335,189.92018
3.483072916666667,403.24945
3.5156250000000004,257.48373
3.5481770833333335,579.56226
3.580729166666667,213.65828
3.6132812500000004,504.39127
3.6458333333333335,285.51404
3.678385416666667,439.6358
3.7109375000000004,251.7705
3.7434895833333335,496.9647
3.776041666666667,103.97516
3.8085937500000004,422.67303
3.8411458333333335,118.1785
3.873697916666667,179.01714
3.9062500000000004,4802.6323
3.9388020833333335,874.03503
3.971354166666667,303.36218
4.00390625,613.0914
4.036458333333334,367.67346
4.069010416666667,571.43176
4.1015625,267.0113
4.134114583333334,540.69653
4.166666666666667,269.7511
4.19921875,429.96408
4.231770833333334,227.05324
4.264322916666667,500.4818
4.296875,286.28186
4.329427083333334,399.70148
4.361979166666667,252.58902
4.39453125,378.30145
4.427083333333334,270.9677
4.459635416666667,344.4963
4.4921875,247.66962
4.524739583333334,373.7909
4.557291666666667,239.01239
4.58984375,258.55063
4.622395833333334,285.90195
4.654947916666667,331.39542
4.6875,210.36919
4.720052083333334,333.73608
4.752604166666667,239.6538
4.78515625,277.95572
4.817708333333334,321.13715
4.850260416666667,289.06247
4.8828125,316.44843
4.915364583333334,292.106
4.947916666666667,267.77
4.98046875,303.11325
5.013020833333334,307.4888
5.045572916666667,260.22864
5.078125,430.8125
5.110677083333334,296.95093
5.143229166666667,394.71738
5.17578125,291.90866
5.208333333333334,494.55545
5.240885416666667,376.1711
5.2734375,476.96548
5.305989583333334,449.24326
5.338541666666667,518.612
5.37109375,523.307
5.403645833333334,558.8442
5.436197916666667,604.2978
5.46875,567.7375
5.501302083333334,726.9238
5.533854166666667,830.38617
5.56640625,830.0436
5.598958333333334,1033.0201
5.631510416666667,1141.0063
5.6640625,1274.1929
5.696614583333334,1573.0157
5.729166666666667,2187.3447
5.76171875,2707.8752
5.794270833333334,4446.0347
5.826822916666667,9413.303
5.859375,78039.27
5.891927083333334,7818.0166
5.924479166666667,4082.5518
5.95703125,2975.767
5.989583333333334,1978.642
6.022135416666667,1912.2463
6.0546875,1639.9916
6.087239583333334,1545.7654
6.119791666666667,976.97955
6.15234375,1404.9526
6.184895833333334,828.9611
6.217447916666667,995.0017
6.25,764.516
6.282552083333334,894.2145
6.315104166666667,471.77444
6.347656250000001,980.4426
6.380208333333334,431.67725
6.412760416666667,633.56604
6.445312500000001,637.5136
6.477864583333334,631.7511
6.510416666666667,448.16583
6.542968750000001,504.45105
6.575520833333334,349.38004
6.608072916666667,804.6721
6.640625000000001,356.81442
6.673177083333334,538.16437
6.705729166666667,139.06746
6.738281250000001,696.67957
6.770833333333334,249.6786
6.803385416666667,617.797
6.835937500000001,181.84676
6.868489583333334,634.88947
6.901041666666667,101.45328
6.933593750000001,713.6378
6.966145833333334,110.26642
6.998697916666667,578.87024
7.031250000000001,315.64417
7.063802083333334,446.59253
7.096354166666667,112.79677
7.128906250000001,492.8119
7.161458333333334,167.14343
7.194010416666667,564.76556
7.226562500000001,236.79655
7.259114583333334,455.9832
7.291666666666667,107.55868
7.324218750000001,574.6463
7.356770833333334,282.50818
7.389322916666667,521.53973
7.421875000000001,235.3945
7.454427083333334,353.0479
7.486979166666667,202.10356
7.519531250000001,424.6373
7.552083333333334,25.953197
7.584635416666667,360.41147
7.617187500000001,11.875624
7.649739583333334,314.2376
7.682291666666667,31.342728
7.714843750000001,301.85025
7.747395833333334,262.32617
7.779947916666667,256.62604
7.812500000000001,2304.311
7.845052083333334,586.62836
7.877604166666667,304.28568
7.910156250000001,257.04678
7.942708333333334,275.44824
7.975260416666667,307.7494
8.0078125,173.53758
8.040364583333334,397.24203
8.072916666666668,94.732574
8.10546875,206.9174
8.138020833333334,205.23428
8.170572916666668,370.802
8.203125,73.245056
8.235677083333334,434.01843
8.268229166666668,276.1294
8.30078125,412.05063
8.333333333333334,125.625786
8.365885416666668,344.23624
8.3984375,234.13348
8.430989583333334,432.105
8.463541666666668,258.86557
8.49609375,338.26062
8.528645833333334,285.42853
8.561197916666668,427.1016
8.59375,116.47093
8.626302083333334,430.91437
8.658854166666668,158.75433
8.69140625,425.52213
8.723958333333334,91.16642
8.756510416666668,453.59357
8.7890625,187.91885
8.821614583333334,482.22757
8.854166666666668,150.15938
8.88671875,440.7829
8.919270833333334,228.55426
8.951822916666668,539.8403
8.984375,303.94702
9.016927083333334,475.5215
9.049479166666668,258.49475
9.08203125,606.7854
9.114583333333334,366.43384
9.147135416666668,622.98895
9.1796875,321.04858
9.212239583333334,724.4854
9.244791666666668,435.14944
9.27734375,840.6809
9.309895833333334,424.08078
9.342447916666668,909.10266
9.375,608.9558
9.407552083333334,1153.1174
9.440104166666668,665.60535
9.47265625,1183.9791
9.505208333333334,1022.1901
9.537760416666668,1619.5398
9.5703125,1293.3688
9.602864583333334,2212.9421
9.635416666666668,2319.3103
9.66796875,3808.5361
9.700520833333334,4923.7656
9.733072916666668,12420.637
9.765625,54262.992
9.798177083333334,8550.297
9.830729166666668,4868.8286
9.86328125,3065.3796
9.895833333333334,2718.5825
9.928385416666668,1761.8824
9.9609375,1911.8363
9.993489583333334,1246.823
10.026041666666668,1551.7861
10.05859375,1026.1022
10.091145833333334,1260.9594
10.123697916666668,855.29565
10.15625,1194.2144
10.188802083333334,487.23187
10.221354166666668,883.0396
10.25390625,564.62384
10.286458333333334,1014.6112
10.319010416666668,426.82486
10.3515625,919.9452
10.384114583333334,467.87595
10.416666666666668,828.43774
10.44921875,257.06802
10.481770833333334,782.67694
10.514322916666668,342.10043
10.546875,566.1268
10.579427083333334,196.77693
10.611979166666668,822.3908
10.64453125,239.58824
10.677083333333334,750.222
10.709635416666668,280.56784
10.7421875,675.35223
10.774739583333334,213.8251
10.807291666666668,597.3196
10.83984375,395.07727
10.872395833333334,614.8819
10.904947916666668,258.01028
10.9375,678.97235
10.970052083333334,103.409164
11.002604166666668,597.3449
11.03515625,66.00013
11.067708333333334,505.57214
11.100260416666668,131.38322
11.1328125,512.1494
11.165364583333334,249.65996
11.197916666666668,541.6171
11.23046875,270.66205
11.263020833333334,386.43582
11.295572916666668,285.8704
11.328125,450.81104
11.360677083333334,137.49734
11.393229166666668,386.31714
11.42578125,51.754234
11.458333333333334,476.08655
11.490885416666668,132.5047
11.5234375,512.717
11.555989583333334,109.194244
11.588541666666668,380.6754
11.62109375,155.8756
11.653645833333334,282.8022
11.686197916666668,750.93726
11.71875,3242.8474
11.751302083333334,615.13354
11.783854166666668,836.47125
11.81640625,205.81361
11.848958333333334,840.59344
11.881510416666668,254.73235
11.9140625,657.7792
11.946614583333334,251.09401
11.979166666666668,667.0328
12.01171875,54.592968
12.044270833333334,682.2699
12.076822916666668,192.65175
12.109375,767.2713
12.141927083333334,206.43306
12.174479166666668,735.67255
12.20703125,167.04372
12.239583333333334,643.0235
12.272135416666668,140.56526
12.3046875,480.0368
12.337239583333334,131.2719
12.369791666666668,656.02563
12.40234375,152.48744
12.434895833333334,546.6647
12.467447916666668,86.1154
12.5,662.63135
12.532552083333334,207.08385
12.565104166666668,705.69147
12.597656250000002,132.5082
12.630208333333334,624.51514
12.662760416666668,46.959873
12.695312500000002,606.3679
12.727864583333334,103.99139
12.760416666666668,537.43665
12.792968750000002,48.2806
12.825520833333334,530.575
12.858072916666668,25.748552
12.890625000000002,536.8271
12.923177083333334,23.064806
12.955729166666668,792.0033
12.988281250000002,248.13121
13.020833333333334,707.4441
13.053385416666668,300.0545
13.085937500000002,607.6079
13.118489583333334,274.9117
13.151041666666668,587.097
13.183593750000002,218.89676
13.216145833333334,751.0521
13.248697916666668,335.14835
13.281250000000002,831.15216
13.313802083333334,461.81384
13.346354166666668,757.297
13.378906250000002,422.37833
13.411458333333334,886.5747
13.444010416666668,692.5179
13.476562500000002,1086.8872
13.509114583333334,938.143
13.541666666666668,1610.6661
13.574218750000002,1885.3087
13.606770833333334,3063.3457
13.639322916666668,7108.4873
13.671875000000002,19670.94
13.704427083333334,4439.076
13.736979166666668,2077.252
13.769531250000002,1778.4332
13.802083333333334,993.4891
13.834635416666668,1165.3503
13.867187500000002,618.6085
13.899739583333334,915.2974
13.932291666666668,647.21826
13.964843750000002,639.99255
13.997395833333334,271.24747
14.029947916666668,860.44403
14.062500000000002,250.36221
14.095052083333334,521.2803
14.127604166666668,271.44583
14.160156250000002,494.61188
14.192708333333334,136.4589
14.225260416666668,663.18097
14.257812500000002,117.22159
14.290364583333334,610.16406
14.322916666666668,25.21752
14.355468750000002,483.80685
14.388020833333334,58.25761
14.420572916666668,360.52887
14.453125000000002,220.7161
14.485677083333334,695.4566
14.518229166666668,254.17857
14.550781250000002,527.1256
14.583333333333334,147.1826
14.615885416666668,552.0589
14.648437500000002,32.738537
14.680989583333334,570.81116
14.713541666666668,123.05917
14.746093750000002,500.58707
14.778645833333334,37.655556
14.811197916666668,620.53143
14.843750000000002,131.1001
14.876302083333334,470.3827
14.908854166666668,82.25401
14.941406250000002,639.7002
14.973958333333334,169.22705
15.006510416666668,521.02466
15.039062500000002,128.83934
15.071614583333334,547.06647
15.104166666666668,72.54226
15.136718750000002,731.25604
15.169270833333334,224.27614
15.201822916666668,534.22595
15.234375000000002,240.51225
15.266927083333334,680.365
15.299479166666668,234.46535
15.332031250000002,625.2027
15.364583333333334,85.33649
15.397135416666668,658.14874
15.429687500000002,82.266266
15.462239583333334,811.7254
15.494791666666668,165.32817
15.527343750000002,971.4426
15.559895833333334,213.2701
15.592447916666668,1484.9047
15.625000000000002,1385.491
15.657552083333334,388.61914
15.690104166666668,258.79935
15.722656250000002,458.21466
15.755208333333334,252.2016
15.787760416666668,622.53107
15.820312500000002,219.61418
15.852864583333334,541.94995
15.885416666666668,83.67639
15.917968750000002,625.08826
15.950520833333334,101.38273
15.983072916666668,656.2626
16.015625,123.75753
16.048177083333336,603.6271
16.080729166666668,118.98132
16.11328125,682.7193
16.145833333333336,151.48912
16.178385416666668,766.8463
16.2109375,172.60469
16.243489583333336,562.1178
16.276041666666668,135.16222
16.30859375,795.81805
16.341145833333336,127.217476
16.373697916666668,688.5598
16.40625,60.152794
16.438802083333336,724.2096
16.471354166666668,36.384907
16.50390625,648.4131
16.536458333333336,281.557
16.569010416666668,671.3977
16.6015625,112.43595
16.634114583333336,780.7328
16.666666666666668,352.55096
16.69921875,682.61804
16.731770833333336,187.37764
16.764322916666668,675.9895
16.796875,474.2471
16.829427083333336,716.4656
16.861979166666668,358.89664
16.89453125,945.5233
16.927083333333336,501.44254
16.959635416666668,996.3071
16.9921875,684.1489
17.024739583333336,991.5735
17.057291666666668,622.3658
17.08984375,1182.7156
17.122395833333336,915.789
17.154947916666668,1341.1226
17.1875,1018.1754
17.220052083333336,1292.0983
17.252604166666668,1200.4694
17.28515625,1532.8717
17.317708333333336,1653.7843
17.350260416666668,2138.2363
17.3828125,2307.434
17.415364583333336,2812.3442
17.447916666666668,3532.1208
17.48046875,4935.9717
17.513020833333336,7936.141
17.545572916666668,19588.238
17.578125,40794.863
17.610677083333336,9735.11
17.643229166666668,5731.551
17.67578125,3984.7776
17.708333333333336,3048.1099
17.740885416666668,2608.5042
17.7734375,2224.6777
17.805989583333336,1670.8306
17.838541666666668,1733.2454
17.87109375,1355.8295
17.903645833333336,1346.7355
17.936197916666668,1248.6077
17.96875,1222.9192
18.001302083333336,1020.59283
18.033854166666668,1047.5754
18.06640625,757.18414
18.098958333333336,1009.1429
18.131510416666668,897.9878
18.1640625,894.8832
18.196614583333336,658.7966
18.229166666666668,790.6722
18.26171875,632.2101
18.294270833333336,732.0735
18.326822916666668,548.28973
18.359375,776.01764
18.391927083333336,421.94278
18.424479166666668,793.2331
18.45703125,502.48364
18.489583333333336,776.4693
18.522135416666668,484.64124
18.5546875,735.35065
18.587239583333336,457.17175
18.619791666666668,679.81555
18.65234375,373.56653
18.684895833333336,675.2838
18.717447916666668,397.89474
18.75,674.68317
18.782552083333336,337.6751
18.815104166666668,639.1235
18.84765625,356.7322
18.880208333333336,472.2924
18.912760416666668,413.0042
18.9453125,589.7131
18.977864583333336,372.6551
19.010416666666668,616.2229
19.04296875,420.82886
19.075520833333336,584.9981
19.108072916666668,495.3992
19.140625,492.4897
19.173177083333336,418.16324
19.205729166666668,657.5605
19.23828125,229.03403
19.270833333333336,503.3325
19.303385416666668,439.39694
19.3359375,549.65674
19.368489583333336,298.66803
19.401041666666668,400.52917
19.43359375,498.184
19.466145833333336,502.7901
19.498697916666668,1020.58435
19.53125,915.1377
19.563802083333336,173.4078
19.596354166666668,523.41016
19.62890625,113.479065
19.661458333333336,427.62048
19.694010416666668,126.431206
19.7265625,444.15942
19.759114583333336,224.47063
19.791666666666668,432.62082
19.82421875,126.792595
19.856770833333336,602.26587
19.889322916666668,292.34845
19.921875,529.5434
19.954427083333336,217.3612
19.986979166666668,384.2392
20.01953125,444.17072
20.052083333333336,378.551
20.084635416666668,326.0943
20.1171875,406.51352
20.149739583333336,197.13956
20.182291666666668,294.557
20.21484375,247.76208
20.247395833333336,401.47058
20.279947916666668,226.6049
20.3125,349.86087
20.345052083333336,414.68903
20.377604166666668,411.52222
20.41015625,211.58588
20.442708333333336,478.14548
20.475260416666668,113.415
20.5078125,316.19818
20.540364583333336,146.00273
20.572916666666668,316.5377
20.60546875,212.26279
20.638020833333336,272.72842
20.670572916666668,130.70792
20.703125,463.9804
20.735677083333336,147.22942
20.768229166666668,293.18973
20.80078125,350.39468
20.833333333333336,223.26523
20.865885416666668,198.15666
20.8984375,322.93726
20.930989583333336,378.92392
20.963541666666668,349.6657
20.99609375,271.21912
21.028645833333336,634.1716
21.061197916666668,181.37485
21.09375,305.6557
21.126302083333336,328.70407
21.158854166666668,569.40234
21.19140625,251.6881
21.223958333333336,665.438
21.256510416666668,306.5119
21.2890625,782.6179
21.321614583333336,359.5418
21.354166666666668,994.5018
21.38671875,895.6197
21.419270833333336,2327.1135
21.451822916666668,5051.821
21.484375,8030.768
21.516927083333336,2563.4106
21.549479166666668,1029.4462
21.58203125,1469.1294
21.614583333333336,261.35184
21.647135416666668,834.3609
21.6796875,357.70813
21.712239583333336,852.3324
21.744791666666668,297.37802
21.77734375,922.09143
21.809895833333336,78.473114
21.842447916666668,794.85846
21.875,239.20296
21.907552083333336,634.0085
21.940104166666668,202.83212
21.97265625,700.4751
22.005208333333336,226.65602
22.037760416666668,592.5866
22.0703125,171.9465
22.102864583333336,811.022
22.135416666666668,284.82495
22.16796875,626.252
22.200520833333336,80.603745
22.233072916666668,682.1266
22.265625,226.59273
22.298177083333336,777.404
22.330729166666668,363.57208
22.36328125,653.22595
22.395833333333336,154.74197
22.428385416666668,551.723
22.4609375,331.44086
22.493489583333336,502.21954
22.526041666666668,171.35489
22.55859375,603.4222
22.591145833333336,60.342583
22.623697916666668,547.585
22.65625,231.7665
22.688802083333336,679.2627
22.721354166666668,262.24228
22.75390625,521.6509
22.786458333333336,446.3102
22.819010416666668,473.6919
22.8515625,172.02066
22.884114583333336,444.80087
22.916666666666668,289.20688
22.94921875,661.56067
22.981770833333336,104.76113
23.014322916666668,378.86496
23.046875,380.0941
23.079427083333336,276.39255
23.111979166666668,321.34195
23.14453125,354.73706
